trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,Close_Trend,Close_Seasonal,Close_Residual,Log_Return,Daily_PCT_Change,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,Mean,EMA,Volatility,Long_Mean,Long_Volatility,CPI_Volatility,PPI_Volatility,PMI_Volatility,CPI_YoY,CPI_MoM,CPI_Trend,CPI_Cycle,CPI_12M_Mean,CPI_12M_Vol,PPI_YoY,PPI_MoM,PPI_Trend,PPI_Cycle,PPI_12M_Mean,PPI_12M_Vol,PMI_YoY,PMI_MoM,PMI_Trend,PMI_Cycle,PMI_12M_Mean,PMI_12M_Vol,lag_CPI,lag_PPI,lag_PMI,Lag_5,Lag_10,Lag_22,Return,Volatility_Spread,Vol_PMI_Corr,Trend_Inflation_Spread,High_Inflation,Economic_Expansion,PMI_Price_Corr,Stagflation_Risk
2005-01-18,967.370,974.69,974.870,960.290,7311847.0,100.60,105.80,54.7,0.0,1.0392301491050364,0.0,0.007455727741550612,0.7483590883249791,0.0032462115411950876,-1.2263034041866487,0,False,7311847.0,0.0,984.8693818375367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.64905681916304,-0.04905681916304161,100.6,0.0,0,0,105.80376461465384,-0.0037646146538463654,105.8,0.0,0.0,0.0,54.59966926462742,0.1003307353725802,54.7,0.0,0,0,0.0,997.14,982.79,0.0,0.7483590883249791,0.0,0.0,0.0,0,0,0.0,0
2005-01-19,974.330,967.21,974.330,965.260,6338091.0,100.60,105.80,54.7,0.0,1.0390095052495154,0.0,-0.007703833353111438,-0.7674234884937792,-0.13317510609836336,-1.2386581395286747,0,False,6338091.0,0.0,983.1875359482475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.67051501713114,-0.07051501713114305,100.6,0.0,0,0,105.79743119069384,0.0025688093061546624,105.8,0.0,0.0,0.0,54.592561173103036,0.10743882689696704,54.7,0.0,0,0,0.0,996.75,992.56,0.0,-0.7674234884937792,0.0,0.0,0.0,0,0,0.0,0
2005-01-20,963.210,956.24,963.210,952.230,7727106.0,100.60,105.80,54.7,0.0,1.033150801406551,0.0,-0.01140671080065142,-1.1341900931545412,0.21915352745803118,-1.2210347177360446,0,False,7727106.0,0.0,980.6211039531763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.6923706562635,-0.09237065626351182,100.6,0.0,0,0,105.79090230614979,0.009097693850208088,105.8,0.0,0.0,0.0,54.58568162260932,0.11431837739068129,54.7,0.0,0,0,0.0,996.88,983.17,0.0,-1.1341900931545412,0.0,0.0,0.0,0,0,0.0,0
2005-01-21,954.460,982.6,984.270,943.440,14450059.0,100.60,105.80,54.7,0.0,1.0372544033092348,0.0,0.027193192164822425,2.756630134694227,0.8700479843294502,-1.1357358286592325,0,False,14450059.0,0.0,980.80957024335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.71465939809768,-0.114659398097686,100.6,0.0,0,0,105.78415287875868,0.015847121241321815,105.8,0.0,0.0,0.0,54.57908588779918,0.12091411220082193,54.7,0.0,0,0,0.0,988.31,983.96,0.0,2.756630134694227,0.0,0.0,0.0,0,0,0.0,0
2005-01-24,1001.850,998.13,1001.850,986.240,14359461.0,100.60,105.80,54.7,0.0,1.030434700617062,0.0,0.015681408614793172,1.5805007123956827,-0.006269732185868571,-1.13688530995898,0,False,14359461.0,0.0,982.4591349820785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.73741048954228,-0.1374104895422903,100.6,0.0,0,0,105.7771584580418,0.02284154195820065,105.8,0.0,0.0,0.0,54.57283718210175,0.12716281789825246,54.7,0.0,0,0,0.0,967.45,993.88,0.0,1.5805007123956827,0.0,0.0,0.0,0,0,0.0,0
2005-01-25,995.640,997.78,997.950,985.240,9862529.0,100.60,105.80,54.7,0.0,1.0290970253215357,0.0,-0.00035071722030315697,-0.03506557262080712,-0.31316857923845465,-1.1939410864687914,0,False,9862529.0,0.0,983.9182649837852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.7606452150477,-0.16064521504770823,100.6,0.0,0,0,105.76989569401493,0.03010430598506275,105.8,0.0,0.0,0.0,54.567007115759466,0.13299288424053657,54.7,0.0,0,0,0.0,974.69,997.14,0.0,-0.03506557262080712,0.0,0.0,0.0,0,0,0.0,0
2005-01-26,995.780,989.93,999.470,988.480,7663290.0,100.60,105.80,54.7,0.0,1.0276158493829446,0.0,-0.00789857757097218,-0.7867465774018312,-0.22298935698946998,-1.2218443967424761,0,False,7663290.0,0.0,984.4908111758056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.78437531666916,-0.1843753166691613,100.6,0.0,0,0,105.76234282291203,0.03765717708796501,105.8,0.0,0.0,0.0,54.56167612976601,0.1383238702339895,54.7,0.0,0,0,0.0,967.21,996.75,0.0,-0.7867465774018312,0.0,0.0,0.0,0,0,0.0,0
2005-01-27,987.340,974.63,987.700,973.770,6945364.0,100.60,105.80,54.7,0.0,1.024940815850454,0.0,-0.015576321763187304,-1.5455638277453887,-0.0936837833358779,-1.2309532348139842,0,False,6945364.0,0.0,983.5516863019193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.80860138054419,-0.20860138054419508,100.6,0.0,0,0,105.75448017154378,0.04551982845622149,105.8,0.0,0.0,0.0,54.55693390073202,0.1430660992679833,54.7,0.0,0,0,0.0,956.24,996.88,0.0,-1.5455638277453887,0.0,0.0,0.0,0,0,0.0,0
2005-01-28,974.630,969.21,975.620,965.210,5748807.0,100.60,105.80,54.7,0.0,1.0208768924800873,0.0,-0.005576605117869438,-0.5561084719329368,-0.172281395186775,-1.2461348049985568,0,False,5748807.0,0.0,982.1858114160223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.83331118896885,-0.23331118896885528,100.6,0.0,0,0,105.74629068180266,0.05370931819733471,105.8,0.0,0.0,0.0,54.552879711092416,0.14712028890758688,54.7,0.0,0,0,0.0,982.6,988.31,0.0,-0.5561084719329368,0.0,0.0,0.0,0,0,0.0,0
2005-01-31,965.790,954.88,965.790,953.140,6788706.0,100.60,105.80,54.7,0.0,1.0171756226854063,0.0,-0.0148956285417223,-1.4785237461437672,0.18088953064522784,-1.2329408663450978,0,False,6788706.0,982.4095,979.5852579478296,13.83441036919019,0.0,0.0,0.0,0.0,0.0,0.0,0,100.85847803803217,-0.2584780380321803,100.6,0.0,0,0,105.73776045668028,0.062239543319719814,105.8,0.0,0.0,0.0,54.54962277842791,0.15037722157209288,54.7,0.0,0,0,0.0,998.13,967.45,0.0,-1.4785237461437672,13.83441036919019,0.0,0.0,0,0,0.0,0
2005-02-01,953.330,955.95,965.480,952.740,7433066.0,100.60,105.80,54.7,0.0,1.022334268063525,0.0,0.0011199322931261474,0.11205596514745064,0.09491646861714154,-1.2247654124685745,0,False,7433066.0,981.0674999999999,977.3342810004174,15.044440090331642,0.0,0.0,0.0,0.0,0.0,0.0,0,100.8840590216573,-0.2840590216572991,100.6,0.0,0,0,105.72887932898198,0.07112067101802211,105.8,0.0,0.0,0.0,54.54728253700592,0.15271746299408306,54.7,0.0,0,0,0.0,997.78,974.69,0.0,0.11205596514745064,15.044440090331642,0.0,0.0,0,0,0.0,0
2005-02-02,956.700,1006.91,1006.930,956.700,17057338.0,100.60,105.80,54.7,0.0,1.0241793284939282,0.0,0.05193590391667697,5.3308227417751874,1.2947916781581115,-1.1026554245253197,0,False,17057338.0,981.7850000000001,980.1510161432348,15.937095918510014,0.0,0.0,0.0,0.0,0.0,0.0,0,100.90999328390362,-0.3099932839036228,100.6,0.0,0,0,105.71964145370366,0.08035854629633832,105.8,0.0,0.0,0.0,54.545988863956495,0.1540111360435077,54.7,0.0,0,0,0.0,989.93,967.21,0.0,5.3308227417751874,15.937095918510014,0.0,0.0,0,0,0.0,0
2005-02-03,1005.560,993.22,1014.190,992.160,16974539.0,100.60,105.80,54.7,0.0,1.019212965735357,0.0,-0.013689323982691888,-1.3596051285616362,-0.004854157196158004,-1.1037059543619363,0,False,16974539.0,982.2875,981.3956812724505,16.14020865807859,0.0,0.0,0.0,0.0,0.0,0.0,0,100.9362002425096,-0.3362002425096051,100.6,0.0,0,0,105.71004592477672,0.08995407522327525,105.8,0.0,0.0,0.0,54.545882241789066,0.15411775821093698,54.7,0.0,100.60,105.80,54.7,974.63,956.24,982.79,-1.3596051285616362,16.14020865807859,0.0,0.0,0,0,0.0,0
2005-02-04,992.250,1016.86,1021.030,989.940,15736214.0,100.60,105.80,54.7,0.0,1.0110609786195135,0.0,0.023522536426506844,2.3801373311048923,-0.07295190755990488,-1.119417464886559,0,False,15736214.0,983.9325000000001,984.773235436979,17.900250476048175,0.0,0.0,0.0,0.0,0.0,0.0,0,100.96257778790235,-0.36257778790235307,100.6,0.0,0,0,105.70009741658718,0.09990258341281333,105.8,0.0,0.0,0.0,54.54711384823084,0.15288615176915954,54.7,0.0,100.60,105.80,54.7,969.21,982.6,992.56,2.3801373311048923,17.900250476048175,0.0,0.0,0,1,0.0,0
2005-02-16,1023.320,1023.58,1033.250,1018.490,12131293.0,100.60,105.80,54.7,0.0,1.000026733121493,0.0,0.0065868384234667,0.6608579352123334,-0.2290843909468948,-1.1651556630428854,0,False,12131293.0,985.4174999999999,988.4691177763144,19.89026127080921,0.0,0.0,0.0,0.0,0.0,0.0,0,100.9890004632699,-0.3890004632699089,100.6,0.0,0,0,105.68980685033185,0.11019314966814875,105.8,0.0,0.0,0.0,54.54984556363116,0.15015443636884385,54.7,0.0,100.60,105.80,54.7,954.88,998.13,983.17,0.6608579352123334,19.89026127080921,0.0,0.0,0,1,0.0,0
2005-02-17,1024.430,1020.61,1024.430,1010.480,8968297.0,100.60,105.80,54.7,0.0,1.0000609953751427,0.0,-0.0029057984725556207,-0.29015807264698434,-0.26073032775648897,-1.2052868442298432,0,False,8968297.0,986.591,991.5301541785701,21.263237833356783,0.0,0.0,0.0,0.0,0.0,0.0,0,101.01531763278724,-0.4153176327872501,100.6,0.0,0,0,105.67919208488694,0.12080791511306188,105.8,0.0,0.0,0.0,54.5542498854332,0.14575011456680187,54.7,0.0,100.60,105.80,54.7,955.95,997.78,983.96,-0.29015807264698434,21.263237833356783,0.0,0.0,0,1,0.0,0
2005-02-18,1020.120,1006.05,1021.200,1005.630,8139939.0,100.60,105.80,54.7,0.0,1.0052074986677813,0.0,-0.01436871552595985,-1.426597818951414,-0.0923651391116953,-1.2157968116738949,0,False,8139939.0,987.0559999999999,992.9129966377538,21.596178121919735,0.0,0.0,0.0,0.0,0.0,0.0,0,101.04135164670834,-0.44135164670834115,100.6,0.0,0,0,105.66827863143078,0.13172136856921668,105.8,0.0,0.0,0.0,54.560509738471595,0.13949026152840815,54.7,0.0,100.60,105.80,54.7,1006.91,989.93,993.88,-1.426597818951414,21.596178121919735,0.0,0.0,0,1,0.0,0
2005-02-21,1006.690,1025.63,1025.660,1006.690,9886094.0,100.60,105.80,54.7,0.0,0.9993494341046404,0.0,0.01927528569478939,1.9462253367128923,0.21451696382491314,-1.1936421005438422,0,False,9886094.0,988.4934999999999,996.0289017198726,23.183044683334302,0.0,0.0,0.0,0.0,0.0,0.0,0,101.06689601378488,-0.4668960137848899,100.6,0.0,0,0,105.65710039058027,0.1428996094197288,105.8,0.0,0.0,0.0,54.5688181691167,0.1311818308832997,54.7,0.0,100.60,105.80,54.7,993.22,974.63,997.14,1.9462253367128923,23.183044683334302,0.0,0.0,0,1,0.0,0
2005-02-22,1026.840,1046.74,1048.680,1024.530,17937842.0,100.60,105.80,54.7,0.0,0.9915145675999074,0.0,0.020373514565465437,2.058247126156587,0.8144518957638882,-1.0914838436697507,0,False,17937842.0,991.4150000000002,1000.8585301275039,26.590001583499912,0.0,0.0,0.0,0.0,0.0,0.0,0,101.09171359334866,-0.4917135933486634,100.6,0.0,0,0,105.64570041026947,0.1542995897305275,105.8,0.0,0.0,0.0,54.57937791056256,0.12062208943743968,54.7,0.0,100.60,105.80,54.7,1016.86,969.21,996.75,2.058247126156587,26.590001583499912,0.0,0.0,0,1,0.0,0
2005-02-23,1046.810,1043.94,1049.610,1036.630,18696929.0,100.60,105.80,54.7,0.0,0.9862383695412354,0.0,-0.0026785559474310295,-0.26749718172611736,0.042317632187862886,-1.081852766699162,0,False,18696929.0,995.2395,1004.9615272582178,28.400846813728013,0.0,0.0,0.0,0.0,0.0,0.0,0,101.11553482139706,-0.5155348213970683,100.6,0.0,0,0,105.63413166201649,0.16586833798351108,105.8,0.0,0.0,0.0,54.59240080585263,0.10759919414737595,54.7,0.0,100.60,105.80,54.7,1023.58,954.88,996.88,-0.26749718172611736,28.400846813728013,0.0,0.0,0,1,0.0,0
2005-02-24,1042.250,1045.46,1045.960,1034.730,14681788.0,100.60,105.80,54.7,0.0,0.9862768200820737,0.0,0.0014549634039849385,0.14560223767650093,-0.2147486894772933,-1.1327957179271062,0,False,14681788.0,998.7779999999999,1008.818524662197,30.065674535309558,0.0,0.0,0.0,0.0,0.0,0.0,0,101.13805598715011,-0.5380559871501163,100.6,0.0,0,0,105.62245783258861,0.17754216741138862,105.8,0.0,0.0,0.0,54.60810707456424,0.091892925435765,54.7,0.0,100.60,105.80,54.7,1020.61,955.95,988.31,0.14560223767650093,30.065674535309558,0.0,0.0,0,1,0.0,0
2005-02-25,1046.270,1046.76,1059.480,1045.980,18170003.0,100.60,105.80,54.7,0.0,0.9858310543680299,0.0,0.0012426993024626427,0.12434717731906186,0.23758788779677253,-1.0885382518461932,0,False,18170003.0,1002.7555,1012.4319985038925,30.919483292986442,0.0,0.0,0.0,0.0,0.0,0.0,0,101.1589375787984,-0.5589375787984068,100.6,0.0,0,0,105.61075412738761,0.18924587261238912,105.8,0.0,0.0,0.0,54.626724408441014,0.0732755915589891,54.7,0.0,100.60,105.80,54.7,1006.05,1006.91,967.45,0.12434717731906186,30.919483292986442,0.0,0.0,0,1,0.0,0
2005-02-28,1046.210,1039.99,1048.280,1035.040,12971046.0,100.60,105.80,54.7,0.0,0.9907614237370772,0.0,-0.006488581528552603,-0.6467576139707276,-0.2861285713601698,-1.1545011191246222,0,False,12971046.0,1006.943,1015.0565700749503,29.94405979225448,0.0,0.0,0.0,0.0,0.0,0.0,0,101.17780271953339,-0.5778027195333948,100.6,0.0,0,0,105.59910808113247,0.20089191886752644,105.8,0.0,0.0,0.0,54.6484868806797,0.05151311932030467,54.7,0.0,100.60,105.80,54.7,1025.63,993.22,974.69,-0.6467576139707276,29.94405979225448,0.0,0.0,0,1,0.0,0
2005-03-01,1039.350,1035.93,1042.740,1031.170,9962090.0,101.80,105.40,54.5,0.0,0.989526247108925,0.0,-0.003911523735504965,-0.3903883691189325,-0.2319748152924599,-1.1926778852095565,0,False,9962090.0,1009.6094999999999,1017.0445157820978,30.036598460965415,0.0,0.0,0.2190890230020664,0.07302967433402037,0.0365148371670115,0.0,1.192842942345924453280318100,101.19423571743691,0.6057642825630865,100.63529411764705,0.20579830217101142,0,-0.3780718336483931947069943300,105.58762037061666,-0.18762037061665637,105.78823529411764,0.06859943405700174,0.0,-0.3656307129798919,54.67363365305978,-0.17363365305978107,54.694117647058825,0.03429971702850211,100.60,105.80,54.7,1046.74,1016.86,967.21,-0.3903883691189325,29.830800158794403,0.0,0.0,0,1,0.0,0
2005-03-02,1036.370,1021.32,1045.760,1021.000,14225135.0,101.80,105.40,54.5,0.0,0.9860173067434939,0.0,-0.014203665692199892,-1.4103269525933215,0.42792677038653526,-1.1385895995136044,0,False,14225135.0,1010.769,1017.4517047552314,30.01772790237562,0.0,0.0,0.30444975804295377,0.1014832526809821,0.05074162634049292,0.0,0,101.20778075540201,0.5922192445979846,100.66857142857141,0.2826049295721643,0,0,105.57640562346137,-0.17640562346136335,105.77714285714285,0.09420164319071828,0.0,0.0,54.70240746466073,-0.20240746466073034,54.688571428571436,0.047100821595360866,100.60,105.80,54.7,1043.94,1023.58,956.24,-1.4103269525933215,29.735122972803453,0.0,0.0,0,1,0.0,0
2005-03-03,1019.880,1027.71,1028.400,1014.750,9203085.0,101.80,105.40,54.5,0.0,0.9848202431881876,0.0,0.00623711777290598,0.6256609094113408,-0.35304058625805657,-1.2023079217877903,0,False,9203085.0,1012.2654999999999,1018.4286852547332,30.082088476455063,0.0,0.0,0.3661542919552349,0.12205143065174191,0.061025715325873246,0.0,0,101.21802408328573,0.5819759167142706,100.69999999999999,0.3363671463488334,0,0,105.56556543809536,-0.1655654380953564,105.76666666666667,0.11212238211627365,0.0,0.0,54.735038996669424,-0.23503899666942374,54.68333333333334,0.05606119105813891,100.60,105.80,54.7,1045.46,1020.61,982.6,0.6256609094113408,29.745721330106228,0.0,0.0,0,1,0.0,0
2005-03-04,1027.930,1023.67,1031.850,1022.180,8173641.0,101.80,105.40,54.5,0.0,0.9728420535331843,0.0,-0.003938817014048616,-0.39310700489438855,-0.11185857785731634,-1.2153692104159852,0,False,8173641.0,1013.9525,1018.9278580876157,29.707324610713826,0.0,0.0,0.41489508437010914,0.13829836145669905,0.06914918072835217,0.0,0,101.22459307728148,0.5754069227185141,100.72972972972973,0.3777601126412143,0,0,105.55518916255681,-0.15518916255680892,105.75675675675676,0.12592003754706632,0.0,0.0,54.771744874198774,-0.2717448741987738,54.67837837837838,0.06296001877353553,100.60,105.80,54.7,1046.76,1006.05,998.13,-0.39310700489438855,29.32956449807261,0.0,0.0,0,1,0.0,0
2005-03-07,1024.480,1029.87,1031.340,1024.480,7932949.0,101.80,105.40,54.5,0.0,0.9713915339455559,0.0,0.006038371630115092,0.6056639346664339,-0.029447341766050128,-1.218423041107599,0,False,7932949.0,1016.7145,1019.9699668411762,28.39802855926164,0.0,0.0,0.45485882614733864,0.15161960871577435,0.07580980435789014,0.0,0,101.22715552857697,0.572844471423025,100.7578947368421,0.41108398494012555,0,0,105.54535464728406,-0.14535464728405145,105.74736842105263,0.1370279949800358,0.0,0.0,54.81272540020916,-0.3127254002091604,54.67368421052631,0.06851399749002052,100.60,105.80,54.7,1039.99,1025.63,997.78,0.6056639346664339,27.986944574321512,0.0,0.0,0,1,0.0,0
2005-03-08,1033.790,1048.99,1049.290,1032.850,14295793.0,101.80,105.40,54.5,0.0,0.9726999306360862,0.0,0.018395215796550964,1.8565450008253492,0.8020780166366883,-1.1376931111840878,0,False,14295793.0,1020.7035,1022.7337795229689,26.93979687240284,0.0,0.0,0.48820572260698,0.16273524086898686,0.08136762043449668,0.0,0,101.22541918717388,0.5745808128261132,100.78461538461538,0.438621321834235,0,0,105.53612896569021,-0.1361289656902045,105.73846153846155,0.14620710727807135,0.0,0.0,54.85816200648911,-0.3581620064891098,54.669230769230765,0.0731035536390385,100.60,105.80,54.7,1035.93,1046.74,989.93,1.8565450008253492,26.501175550568608,0.0,0.0,0,1,0.0,0
2005-03-09,1051.260,1046.54,1054.640,1041.980,15327488.0,101.80,105.40,54.5,0.0,0.9704249699417584,0.0,-0.0023383116598877543,-0.23355799387982934,0.07216773494132145,-1.1246032625169764,0,False,15327488.0,1025.2865000000002,1025.0010386160195,22.59950425050146,0.0,0.0,0.5162196805824874,0.1720732268608215,0.08603661343041427,0.0,0,101.21913158394003,0.5808684160599711,100.80999999999999,0.4617691731057518,0,0,105.52756909711566,-0.12756909711565356,105.72999999999999,0.15392305770190962,0.0,0.0,54.90821440778548,-0.40821440778547924,54.665,0.07696152885095782,100.60,105.80,54.7,1021.32,1043.94,974.63,-0.23355799387982934,22.13773507739571,0.0,0.0,0,1,0.0,0
2005-03-10,1046.690,1022.41,1046.690,1019.630,13295953.0,101.80,105.40,54.5,0.0,0.972198379560692,0.0,-0.02332689931940018,-2.3056930456552105,-0.1325419403362117,-1.1503787927967006,0,False,13295953.0,1028.6095,1024.7542730335415,15.700974986488289,0.0,0.0,0.5397317341305597,0.17991057804351085,0.08995528902175921,0.0,0,101.2080801511884,0.5919198488115995,100.83414634146341,0.48146119059461195,0,0,105.51972256750031,-0.11972256750030397,105.7219512195122,0.16048706353152947,0.0,0.0,54.96301744648353,-0.4630174464835335,54.66097560975609,0.08024353176576772,100.60,105.80,54.7,1027.71,1045.46,969.21,-2.3056930456552105,15.219513795893677,0.0,0.0,0,1,0.0,0
2005-03-11,1021.080,1027.43,1028.120,1016.930,11476381.0,101.80,105.40,54.5,0.0,0.9755794119380494,0.0,0.004897953045885935,0.49099676255124347,-0.13685156678878152,-1.1734649976527025,0,False,11476381.0,1029.6354999999999,1025.0091041732042,14.856083451782698,0.0,0.0,0.5593099196392743,0.18643663987974826,0.09321831993987816,0.0,0,101.19209265931653,0.6079073406834681,100.85714285714286,0.49835967868396025,0,0,105.51262804381902,-0.11262804381901503,105.71428571428571,0.16611989289464546,0.0,0.0,55.02267761674575,-0.522677616745753,54.65714285714286,0.08305994644732555,100.60,105.80,54.7,1023.67,1046.76,954.88,0.49099676255124347,14.357723773098739,0.0,0.0,0,1,0.0,0
